Code,Country,Income group,Number of Records,Year,Population,Region
MNG,Mongolia,Upper middle income,1,1810,619000,East Asia & Pacific
MNE,Montenegro,Upper middle income,1,1810,126582,Europe & Central Asia
,Montserrat,,1,1810,5230,Unknown
MAR,Morocco,Lower middle income,1,1810,2595056,Middle East & North Africa
MOZ,Mozambique,Low income,1,1810,2038660,Sub-Saharan Africa
MMR,Myanmar,Lower middle income,1,1810,3506000,East Asia & Pacific
NAM,Namibia,Upper middle income,1,1810,229000,Sub-Saharan Africa
,Nauru,,1,1810,1834,Unknown
NPL,Nepal,Low income,1,1810,3881000,South Asia
NLD,Netherlands,High income: OECD,1,1810,2293548,Europe & Central Asia
,Netherlands Antilles,,1,1810,,Unknown
NCL,New Caledonia,High income: nonOECD,1,1810,29432,East Asia & Pacific
NZL,New Zealand,High income: OECD,1,1810,100000,East Asia & Pacific
,Ngorno-Karabakh,,1,1810,,Unknown
NIC,Nicaragua,Lower middle income,1,1810,219387,Latin America & Caribbean
NER,Niger,Low income,1,1810,1244861,Sub-Saharan Africa
NGA,Nigeria,Lower middle income,1,1810,12100855,Sub-Saharan Africa
,Niue,,1,1810,4529,Unknown
,Norfolk Island,,1,1810,,Unknown
,Northern Cyprus,,1,1810,,Unknown
MNP,Northern Mariana Islands,High income: nonOECD,1,1810,3360,East Asia & Pacific
NOR,Norway,High income: OECD,1,1810,918398,Europe & Central Asia
OMN,Oman,High income: nonOECD,1,1810,318000,Middle East & North Africa
PAK,Pakistan,Lower middle income,1,1810,13385672,South Asia
PLW,Palau,Upper middle income,1,1810,3875,East Asia & Pacific
PAN,Panama,Upper middle income,1,1810,78842,Latin America & Caribbean
PNG,Papua New Guinea,Lower middle income,1,1810,754894,East Asia & Pacific
PRY,Paraguay,Upper middle income,1,1810,143000,Latin America & Caribbean
PER,Peru,Upper middle income,1,1810,1315575,Latin America & Caribbean
PHL,Philippines,Lower middle income,1,1810,1894389,East Asia & Pacific
,Pitcairn,,1,1810,,Unknown
POL,Poland,High income: OECD,1,1810,9960687,Europe & Central Asia
PRT,Portugal,High income: OECD,1,1810,3163489,Europe & Central Asia
PRI,Puerto Rico,High income: nonOECD,1,1810,198271,Latin America & Caribbean
QAT,Qatar,High income: nonOECD,1,1810,14092,Middle East & North Africa
,Reunion,,1,1810,92744,Unknown
ROM,Romania,Upper middle income,1,1810,5915097,Europe & Central Asia
RUS,Russia,High income: nonOECD,1,1810,31088398,Europe & Central Asia
RWA,Rwanda,Low income,1,1810,928368,Sub-Saharan Africa
,St. Barthélemy,,1,1810,,Unknown
,St. Helena,,1,1810,1997,Unknown
KNA,St. Kitts and Nevis,High income: nonOECD,1,1810,17202,Latin America & Caribbean
LCA,St. Lucia,Upper middle income,1,1810,24000,Latin America & Caribbean
MAF,St. Martin,High income: nonOECD,1,1810,,Latin America & Caribbean
VCT,St. Vincent and the Grenadines,Upper middle income,1,1810,25781,Latin America & Caribbean
,St.-Pierre-et-Miquelon,,1,1810,1782,Unknown
WSM,Samoa,Lower middle income,1,1810,47220,East Asia & Pacific
SMR,San Marino,High income: nonOECD,1,1810,5492,Europe & Central Asia
STP,Sao Tome and Principe,Lower middle income,1,1810,22731,Sub-Saharan Africa
SAU,Saudi Arabia,High income: nonOECD,1,1810,2091000,Middle East & North Africa
SEN,Senegal,Lower middle income,1,1810,1009886,Sub-Saharan Africa
SRB,Serbia,Upper middle income,1,1810,2147197,Europe & Central Asia
,Serbia and Montenegro,,1,1810,,Unknown
,Serbia excluding Kosovo,,1,1810,,Unknown
SYC,Seychelles,High income: nonOECD,1,1810,12522,Sub-Saharan Africa
SLE,Sierra Leone,Low income,1,1810,794264,Sub-Saharan Africa
SGP,Singapore,High income: nonOECD,1,1810,30000,East Asia & Pacific
SXM,Slovak Republic,High income: nonOECD,1,1810,2140651,Latin America & Caribbean
SVK,Slovenia,High income: OECD,1,1810,469664,Europe & Central Asia
SVN,Solomon Islands,High income: OECD,1,1810,56998,Europe & Central Asia
SLB,Somalia,Lower middle income,1,1810,995738,East Asia & Pacific
SOM,Somaliland,Low income,1,1810,,Sub-Saharan Africa
ZAF,South Africa,Upper middle income,1,1810,1494779,Sub-Saharan Africa
SSD,South Ossetia,Low income,1,1810,,Sub-Saharan Africa
ESP,Spain,High income: OECD,1,1810,11873298,Europe & Central Asia
LKA,Sri Lanka,Lower middle income,1,1810,1213000,South Asia
SDN,Sudan,Lower middle income,1,1810,4047408,Sub-Saharan Africa
SUR,Suriname,Upper middle income,1,1810,80721,Latin America & Caribbean
,Svalbard,,1,1810,,Unknown
SWZ,Swaziland,Lower middle income,1,1810,86000,Sub-Saharan Africa
SWE,Sweden,High income: OECD,1,1810,2428185,Europe & Central Asia
CHE,Switzerland,High income: OECD,1,1810,1904962,Europe & Central Asia
SYR,Syria,Lower middle income,1,1810,1337000,Middle East & North Africa
TWN,Taiwan,High income: nonOECD,1,1810,,East Asia & Pacific
TJK,Tajikistan,Lower middle income,1,1810,466629,Europe & Central Asia
TZA,Tanzania,Low income,1,1810,3019768,Sub-Saharan Africa
THA,Thailand,Upper middle income,1,1810,4665000,East Asia & Pacific
TMP,Timor-Leste,Lower middle income,1,1810,137262,East Asia & Pacific
TGO,Togo,Low income,1,1810,445985,Sub-Saharan Africa
,Tokelau,,1,1810,1007,Unknown
TON,Tonga,Upper middle income,1,1810,18621,East Asia & Pacific
,Transnistria,,1,1810,,Unknown
TTO,Trinidad and Tobago,High income: nonOECD,1,1810,60000,Latin America & Caribbean
TUN,Tunisia,Upper middle income,1,1810,868499,Middle East & North Africa
TUR,Turkey,Upper middle income,1,1810,9923007,Europe & Central Asia
TKM,Turkmenistan,Upper middle income,1,1810,367215,Europe & Central Asia
TCA,Turks and Caicos Islands,High income: nonOECD,1,1810,3296,Latin America & Caribbean
TUV,Tuvalu,Upper middle income,1,1810,2499,East Asia & Pacific
UGA,Uganda,Low income,1,1810,2101397,Sub-Saharan Africa
UKR,Ukraine,Lower middle income,1,1810,11215490,Europe & Central Asia
ARE,United Arab Emirates,High income: nonOECD,1,1810,40153,Middle East & North Africa
GBR,United Kingdom,High income: OECD,1,1810,14106058,Europe & Central Asia
USA,United States,High income: OECD,1,1810,8294928,North America
URY,Uruguay,High income: nonOECD,1,1810,55000,Latin America & Caribbean
,USSR,,1,1810,,Unknown
UZB,Uzbekistan,Lower middle income,1,1810,1919159,Europe & Central Asia
,Wallis et Futuna,,1,1810,3721,Unknown
VUT,Vanuatu,Lower middle income,1,1810,27791,East Asia & Pacific
VEN,Venezuela,High income: nonOECD,1,1810,718000,Latin America & Caribbean
,West Bank and Gaza,,1,1810,,Unknown
,West Germany,,1,1810,,Unknown
,Western Sahara,,1,1810,2788,Unknown
VNM,Vietnam,Lower middle income,1,1810,165944,East Asia & Pacific
VIR,Virgin Islands (U.S.),High income: nonOECD,1,1810,40000,Latin America & Caribbean
WBG,North Yemen (former),Lower middle income,1,1810,,Middle East & North Africa
,South Yemen (former),,1,1810,,Unknown
YEM,Yemen,Lower middle income,1,1810,2593000,Middle East & North Africa
,Yugoslavia,,1,1810,,Unknown
ZMB,Zambia,Lower middle income,1,1810,747000,Sub-Saharan Africa
ZWE,Zimbabwe,Low income,1,1810,1085814,Sub-Saharan Africa
,Åland,,1,1810,,Unknown
,South Sudan,,1,1810,1041076,Unknown
,Curaçao,,1,1810,,Unknown
,Sint Maarten (Dutch part),,1,1810,,Unknown
,St. Martin (French part),,1,1810,,Unknown
,Antarctica,,1,1810,,Unknown
,Bouvet Island,,1,1810,,Unknown
,British Indian Ocean Territory,,1,1810,,Unknown
,Clipperton,,1,1810,,Unknown
,French Southern and Antarctic Lands,,1,1810,,Unknown
,Gaza Strip,,1,1810,,Unknown
,Heard and McDonald Islands,,1,1810,,Unknown
,Northern Marianas,,1,1810,,Unknown
,South Georgia and the South Sandwich Islands,,1,1810,,Unknown
,US Minor Outlying Islands,,1,1810,,Unknown
,Virgin Islands,,1,1810,,Unknown
,West Bank,,1,1810,,Unknown
,Abkhazia,,1,1820,,Unknown
AFG,Afghanistan,Low income,1,1820,3323519,South Asia
,Akrotiri and Dhekelia,,1,1820,,Unknown
ALB,Albania,Upper middle income,1,1820,438671,Europe & Central Asia
DZA,Algeria,Upper middle income,1,1820,2713079,Middle East & North Africa
ASM,American Samoa,Upper middle income,1,1820,8142,East Asia & Pacific
ADO,Andorra,High income: nonOECD,1,1820,2700,Europe & Central Asia
AGO,Angola,Upper middle income,1,1820,1597530,Sub-Saharan Africa
,Anguilla,,1,1820,2064,Unknown
ATG,Antigua and Barbuda,High income: nonOECD,1,1820,37000,Latin America & Caribbean
ARG,Argentina,High income: nonOECD,1,1820,570719,Latin America & Caribbean
ARM,Armenia,Lower middle income,1,1820,423527,Europe & Central Asia
ABW,Aruba,High income: nonOECD,1,1820,19555,Latin America & Caribbean
AUS,Australia,High income: OECD,1,1820,334002,East Asia & Pacific
AUT,Austria,High income: OECD,1,1820,3391206,Europe & Central Asia
AZE,Azerbaijan,Upper middle income,1,1820,901772,Europe & Central Asia
BHS,Bahamas,High income: nonOECD,1,1820,27404,Latin America & Caribbean
BHR,Bahrain,High income: nonOECD,1,1820,64474,Middle East & North Africa
BGD,Bangladesh,Lower middle income,1,1820,20122865,South Asia
BRB,Barbados,High income: nonOECD,1,1820,85456,Latin America & Caribbean
BLR,Belarus,Upper middle income,1,1820,2413420,Europe & Central Asia
BEL,Belgium,High income: OECD,1,1820,3475782,Europe & Central Asia
BLZ,Belize,Upper middle income,1,1820,25556,Latin America & Caribbean
BEN,Benin,Low income,1,1820,653348,Sub-Saharan Africa
BMU,Bermuda,High income: nonOECD,1,1820,9808,North America
BTN,Bhutan,Lower middle income,1,1820,91144,South Asia
BOL,Bolivia,Lower middle income,1,1820,1121924,Latin America & Caribbean
BIH,Bosnia and Herzegovina,Upper middle income,1,1820,871970,Europe & Central Asia
BWA,Botswana,Upper middle income,1,1820,121000,Sub-Saharan Africa
BRA,Brazil,Upper middle income,1,1820,4582325,Latin America & Caribbean
,British Virgin Islands,,1,1820,6700,Unknown
BRN,Brunei,High income: nonOECD,1,1820,2251,East Asia & Pacific
BGR,Bulgaria,Upper middle income,1,1820,2186672,Europe & Central Asia
BFA,Burkina Faso,Low income,1,1820,1697947,Sub-Saharan Africa
BDI,Burundi,Low income,1,1820,917804,Sub-Saharan Africa
KHM,Cambodia,Low income,1,1820,2102468,East Asia & Pacific
CMR,Cameroon,Lower middle income,1,1820,1874663,Sub-Saharan Africa
CAN,Canada,High income: OECD,1,1820,879432,North America
CPV,Cape Verde,Lower middle income,1,1820,57062,Sub-Saharan Africa
CYM,Cayman Islands,High income: nonOECD,1,1820,2491,Latin America & Caribbean
CAF,Central African Republic,Low income,1,1820,485538,Sub-Saharan Africa
TCD,Chad,Low income,1,1820,1432000,Sub-Saharan Africa
CHI,Channel Islands,High income: nonOECD,1,1820,44673,Europe & Central Asia
CHL,Chile,High income: OECD,1,1820,820889,Latin America & Caribbean
CHN,China,Upper middle income,1,1820,380055273,East Asia & Pacific
,Christmas Island,,1,1820,,Unknown
,Cocos Island,,1,1820,,Unknown
COL,Colombia,Upper middle income,1,1820,1266351,Latin America & Caribbean
COM,Comoros,Low income,1,1820,57537,Sub-Saharan Africa
ZAR,"Congo, Dem. Rep.",Low income,1,1820,5255223,Sub-Saharan Africa
COG,"Congo, Rep.",Lower middle income,1,1820,320596,Sub-Saharan Africa
,Cook Is,,1,1820,16533,Unknown
CRI,Costa Rica,Upper middle income,1,1820,63375,Latin America & Caribbean
CIV,Cote d'Ivoire,Lower middle income,1,1820,1108345,Sub-Saharan Africa
HRV,Croatia,High income: nonOECD,1,1820,1257048,Europe & Central Asia
CUB,Cuba,Upper middle income,1,1820,607664,Latin America & Caribbean
CYP,Cyprus,High income: nonOECD,1,1820,184788,Europe & Central Asia
CZE,Czech Republic,High income: OECD,1,1820,5569896,Europe & Central Asia
,Czechoslovakia,,1,1820,,Unknown
DNK,Denmark,High income: OECD,1,1820,1177749,Europe & Central Asia
DJI,Djibouti,Lower middle income,1,1820,23320,Middle East & North Africa
DMA,Dominica,Upper middle income,1,1820,20166,Latin America & Caribbean
DOM,Dominican Republic,Upper middle income,1,1820,93078,Latin America & Caribbean
,East Germany,,1,1820,,Unknown
ECU,Ecuador,Upper middle income,1,1820,522656,Latin America & Caribbean
EGY,Egypt,Lower middle income,1,1820,4318788,Middle East & North Africa
SLV,El Salvador,Lower middle income,1,1820,256823,Latin America & Caribbean
GNQ,Equatorial Guinea,High income: nonOECD,1,1820,81084,Sub-Saharan Africa
ERI,Eritrea,Low income,1,1820,212440,Sub-Saharan Africa
,Eritrea and Ethiopia,,1,1820,,Unknown
EST,Estonia,High income: OECD,1,1820,342427,Europe & Central Asia
ETH,Ethiopia,Low income,1,1820,3063453,Sub-Saharan Africa
FRO,Faeroe Islands,High income: nonOECD,1,1820,13773,Europe & Central Asia
,Falkland Is (Malvinas),,1,1820,100,Unknown
FJI,Fiji,Upper middle income,1,1820,134860,East Asia & Pacific
FIN,Finland,High income: OECD,1,1820,1190807,Europe & Central Asia
FRA,France,High income: OECD,1,1820,31549988,Europe & Central Asia
,French Guiana,,1,1820,10092,Unknown
PYF,French Polynesia,High income: nonOECD,1,1820,64123,East Asia & Pacific
GAB,Gabon,Upper middle income,1,1820,161794,Sub-Saharan Africa
GMB,Gambia,Low income,1,1820,105337,Sub-Saharan Africa
GEO,Georgia,Lower middle income,1,1820,1098744,Europe & Central Asia
DEU,Germany,High income: OECD,1,1820,25507768,Europe & Central Asia
GHA,Ghana,Lower middle income,1,1820,1990667,Sub-Saharan Africa
,Gibraltar,,1,1820,10021,Unknown
GRC,Greece,High income: OECD,1,1820,2347727,Europe & Central Asia
GRL,Greenland,High income: nonOECD,1,1820,9757,Europe & Central Asia
GRD,Grenada,Upper middle income,1,1820,29699,Latin America & Caribbean
,Guadeloupe,,1,1820,82322,Unknown
GUM,Guam,High income: nonOECD,1,1820,12337,East Asia & Pacific
GTM,Guatemala,Lower middle income,1,1820,594985,Latin America & Caribbean
,Guernsey,,1,1820,,Unknown
GIN,Guinea,Low income,1,1820,1007384,Sub-Saharan Africa
GNB,Guinea-Bissau,Low income,1,1820,222059,Sub-Saharan Africa
GUY,Guyana,Lower middle income,1,1820,169103,Latin America & Caribbean
HTI,Haiti,Low income,1,1820,739943,Latin America & Caribbean
,Holy See,,1,1820,905,Unknown
HND,Honduras,Lower middle income,1,1820,146889,Latin America & Caribbean
HKG,"Hong Kong, China",High income: nonOECD,1,1820,20928,East Asia & Pacific
HUN,Hungary,High income: OECD,1,1820,4137998,Europe & Central Asia
ISL,Iceland,High income: OECD,1,1820,62498,Europe & Central Asia
IND,India,Lower middle income,1,1820,176225709,South Asia
IDN,Indonesia,Lower middle income,1,1820,17236636,East Asia & Pacific
IRN,Iran,Upper middle income,1,1820,6608508,Middle East & North Africa
IRQ,Iraq,Upper middle income,1,1820,1112536,Middle East & North Africa
IRL,Ireland,High income: OECD,1,1820,5052432,Europe & Central Asia
IMY,Isle of Man,High income: nonOECD,1,1820,23947,Europe & Central Asia
ISR,Israel,High income: OECD,1,1820,209954,Middle East & North Africa
ITA,Italy,High income: OECD,1,1820,20341608,Europe & Central Asia
JAM,Jamaica,Upper middle income,1,1820,400825,Latin America & Caribbean
JPN,Japan,High income: OECD,1,1820,30993147,East Asia & Pacific
,Jersey,,1,1820,,Unknown
JOR,Jordan,Upper middle income,1,1820,219348,Middle East & North Africa
KAZ,Kazakhstan,Upper middle income,1,1820,2091782,Europe & Central Asia
KEN,Kenya,Lower middle income,1,1820,2574000,Sub-Saharan Africa
KIR,Kiribati,Lower middle income,1,1820,18014,East Asia & Pacific
PRK,North Korea,Low income,1,1820,4353556,East Asia & Pacific
KOR,South Korea,High income: OECD,1,1820,9408016,East Asia & Pacific
,United Korea (former),,1,1820,,Unknown
KSV,Kosovo,Lower middle income,1,1820,,Europe & Central Asia
KWT,Kuwait,High income: nonOECD,1,1820,81280,Middle East & North Africa
KGZ,Kyrgyz Republic,Lower middle income,1,1820,543453,Europe & Central Asia
LAO,Lao,Lower middle income,1,1820,482066,East Asia & Pacific
LVA,Latvia,High income: nonOECD,1,1820,605262,Europe & Central Asia
LBN,Lebanon,Upper middle income,1,1820,338427,Middle East & North Africa
LSO,Lesotho,Lower middle income,1,1820,281945,Sub-Saharan Africa
LBR,Liberia,Low income,1,1820,320479,Sub-Saharan Africa
LBY,Libya,Upper middle income,1,1820,544295,Middle East & North Africa
LIE,Liechtenstein,High income: nonOECD,1,1820,5905,Europe & Central Asia
LTU,Lithuania,High income: nonOECD,1,1820,797987,Europe & Central Asia
LUX,Luxembourg,High income: OECD,1,1820,129245,Europe & Central Asia
MAC,"Macao, China",High income: nonOECD,1,1820,26077,East Asia & Pacific
MKD,"Macedonia, FYR",Upper middle income,1,1820,401178,Europe & Central Asia
MDG,Madagascar,Low income,1,1820,1694950,Sub-Saharan Africa
MWI,Malawi,Low income,1,1820,737000,Sub-Saharan Africa
MYS,Malaysia,Upper middle income,1,1820,303530,East Asia & Pacific
MDV,Maldives,Upper middle income,1,1820,43038,South Asia
MLI,Mali,Low income,1,1820,1438308,Sub-Saharan Africa
MLT,Malta,High income: nonOECD,1,1820,136406,Middle East & North Africa
MHL,Marshall Islands,Upper middle income,1,1820,5924,East Asia & Pacific
,Martinique,,1,1820,85728,Unknown
MRT,Mauritania,Lower middle income,1,1820,386926,Sub-Saharan Africa
MUS,Mauritius,Upper middle income,1,1820,96755,Sub-Saharan Africa
,Mayotte,,1,1820,8322,Unknown
MEX,Mexico,Upper middle income,1,1820,6621314,Latin America & Caribbean
FSM,"Micronesia, Fed. Sts.",Lower middle income,1,1820,16641,East Asia & Pacific
MDA,Moldova,Lower middle income,1,1820,730194,Europe & Central Asia
MCO,Monaco,High income: nonOECD,1,1820,7941,Europe & Central Asia
MNG,Mongolia,Upper middle income,1,1820,621483,East Asia & Pacific
MNE,Montenegro,Upper middle income,1,1820,129599,Europe & Central Asia
,Montserrat,,1,1820,5370,Unknown
MAR,Morocco,Lower middle income,1,1820,2713079,Middle East & North Africa
MOZ,Mozambique,Low income,1,1820,2129723,Sub-Saharan Africa
MMR,Myanmar,Lower middle income,1,1820,3541573,East Asia & Pacific
NAM,Namibia,Upper middle income,1,1820,229000,Sub-Saharan Africa
,Nauru,,1,1820,1852,Unknown
NPL,Nepal,Low income,1,1820,3920333,South Asia
NLD,Netherlands,High income: OECD,1,1820,2407847,Europe & Central Asia
,Netherlands Antilles,,1,1820,,Unknown
NCL,New Caledonia,High income: nonOECD,1,1820,29910,East Asia & Pacific
NZL,New Zealand,High income: OECD,1,1820,100000,East Asia & Pacific
,Ngorno-Karabakh,,1,1820,,Unknown
NIC,Nicaragua,Lower middle income,1,1820,229075,Latin America & Caribbean
NER,Niger,Low income,1,1820,1262280,Sub-Saharan Africa
NGA,Nigeria,Lower middle income,1,1820,12238319,Sub-Saharan Africa
,Niue,,1,1820,4520,Unknown
,Norfolk Island,,1,1820,,Unknown
,Northern Cyprus,,1,1820,,Unknown
MNP,Northern Mariana Islands,High income: nonOECD,1,1820,3411,East Asia & Pacific
NOR,Norway,High income: OECD,1,1820,995904,Europe & Central Asia
OMN,Oman,High income: nonOECD,1,1820,320411,Middle East & North Africa
PAK,Pakistan,Lower middle income,1,1820,13699962,South Asia
PLW,Palau,Upper middle income,1,1820,3927,East Asia & Pacific
PAN,Panama,Upper middle income,1,1820,82788,Latin America & Caribbean
PNG,Papua New Guinea,Lower middle income,1,1820,767591,East Asia & Pacific
PRY,Paraguay,Upper middle income,1,1820,155438,Latin America & Caribbean
PER,Peru,Upper middle income,1,1820,1367155,Latin America & Caribbean
PHL,Philippines,Lower middle income,1,1820,1983383,East Asia & Pacific
,Pitcairn,,1,1820,,Unknown
POL,Poland,High income: OECD,1,1820,10508375,Europe & Central Asia
PRT,Portugal,High income: OECD,1,1820,3312025,Europe & Central Asia
PRI,Puerto Rico,High income: nonOECD,1,1820,250914,Latin America & Caribbean
QAT,Qatar,High income: nonOECD,1,1820,14092,Middle East & North Africa
